Product Name,Specifications,Rating,Price,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,Specification
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
HP,AMD Athlon Dual Core Processor 8 GB LPDDR 4 RAMWindows 11 Operating System 256 GB SSD 39.62 cm (15.6 inch) Display 1 YEAR,4,24900,5,Not found,Not found,39.62 cm (15.6 inch),HP,Not found,8 GB,LPDDR,Windows 11,256 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4, Price: ₹24900, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: Not found kg, Warranty: Not found"
HP 250 G8,Intel Core i 3 Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1Year Onsite Warranty,4.2,32990,Upto 4 Hrs,2.0 Kg,Yes,39.62 cm (15.6 inch),HP,Intel Core i 3 Processor (11th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1Year Onsite Warranty,"Product: HP 250 G8, Brand: HP, Rating: 4.2, Price: ₹32990, Processor: Intel Core i 3 Processor (11th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 2.0 Kg kg, Warranty: 1Year Onsite Warranty"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP 14R,"Intel Core i 3 Processor (13th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro 1 Year Onsite Warranty",Not found,34340,"3 Cell, 41 Wh Li-ion",1.4 kg,Warranty Summary,35.56 cm (14 inch),HP,Intel Core i 3 Processor (13th Gen),16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: HP 14R, Brand: HP, Rating: Not found, Price: ₹34340, Processor: Intel Core i 3 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 kg kg, Warranty: 1 Year Onsite Warranty"
DELL,"Processor: Intel i 5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 38.0 cm (14.96 inch) Display 1 Year Onsite Hardware Service",4.1,47790,3 Cell,1.65 Kg,HD Camera,38.0 cm (14.96 inch),DELL,"Intel i 5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 5 Processor (12th Gen)",8GB,DDR,Windows 11,512GB SSD,Not found,Not found,"Product: DELL, Brand: DELL, Rating: 4.1, Price: ₹47790, Processor: Intel i 5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 5 Processor (12th Gen), RAM: 8GB GB, DDR: DDR, OS: Windows 11, Storage: 512GB SSD, Weight: 1.65 Kg kg, Warranty: Not found"
HP,AMD Ryzen 5 Hexa Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,Not found,52590,3 Cell,2.29 kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP, Brand: HP, Rating: Not found, Price: ₹52590, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 2.29 kg kg, Warranty: 1 Year Onsite Warranty"
HP 15s,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.2,38999,Warranty Summary,1.69 kg,HP True Vision 720p HD Camera with Temporal Noise Reduction,39.62 cm (15.6 inch),HP,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),20211 Year Onsite Warranty,"Product: HP 15s, Brand: HP, Rating: 4.2, Price: ₹38999, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 kg kg, Warranty: 20211 Year Onsite Warranty"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
DELL Inspiron 3520,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,47990,Upto 7 hours,1.65 Kg,HD,39.62 cm (15.6 Inch),DELL,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL Inspiron 3520, Brand: DELL, Rating: 4.2, Price: ₹47990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.65 Kg kg, Warranty: 1 Year Onsite Warranty"
MSI Modern 14,Intel Core i 7 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,4.1,57990,3 cell,1.4 Kg,HD type (30fps@728p),35.56 cm (14 Inch),MSI,Intel Core i 7 Processor (13th Gen),16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: MSI Modern 14, Brand: MSI, Rating: 4.1, Price: ₹57990, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
HP Victus,Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,69990,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20241 Year Carry-in Warranty,"Product: HP Victus, Brand: HP, Rating: 4.4, Price: ₹69990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.29 Kg kg, Warranty: 20241 Year Carry-in Warranty"
Lenovo,AMD Ryzen 7 Octa Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.1,39990,3 Cell,1.70 Kg,"HD 720p, with privacy shutter, fixed focus",39.62 cm (15.6 Inch),Lenovo,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Lenovo, Brand: Lenovo, Rating: 4.1, Price: ₹39990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 255 G9 Silver,AMD Ryzen 5 Hexa Core Processor 8 GB DDR 4 RAM 32 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 1 Year Onsite Warranty,4.1,32500,"HP Long Life 3-cell, 41 Wh Li-ion",1.75 kg,720p HD camera,39.62 cm (15.6 inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: HP 255 G9 Silver, Brand: HP, Rating: 4.1, Price: ₹32500, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.75 kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo Yoga 6,AMD Ryzen 7 Octa Core Processor 16 GB LPDDR 4X RAMWindows 11 Operating System 1 TB SSD 33.78 cm (13.3 inch) Touchscreen Display 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.2,77990,Not found,1.37 Kg,Full HD 1080p + IR with Privacy Shutter,33.78 cm (13.3 inch),Lenovo,Not found,16 GB,LPDDR,Windows 11,1 TB SSD,33.78 cm (13.3 inch),Not found,"Product: Lenovo Yoga 6, Brand: Lenovo, Rating: 4.2, Price: ₹77990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.37 Kg kg, Warranty: Not found"
DELL 15,"Intel Core i 5 Processor (13th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",4.3,49750,3 Cell,1.62 Kg,HD,39.62 cm (15.6 inch),DELL,Intel Core i 5 Processor (13th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL 15, Brand: DELL, Rating: 4.3, Price: ₹49750, Processor: Intel Core i 5 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.62 Kg kg, Warranty: Not found"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MSI,AMD Ryzen 7 Octa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,Not found,46990,Not found,1.4 Kg,HD type (30fps@720p),35.56 cm (14 Inch),MSI,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: MSI, Brand: MSI, Rating: Not found, Price: ₹46990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 1 Year Carry-in Warranty"
DELL,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Hardware Service,3.9,50749,Model Number,1.65 Kg,HD,39.62 cm (15.6 Inch),DELL,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: DELL, Brand: DELL, Rating: 3.9, Price: ₹50749, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.65 Kg kg, Warranty: Not found"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
HP,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Warranty,3.9,34490,3-cell,Not found,HP True Vision 1080p FHD camerawith temporal noise reduction,39.62 cm (15.6 inch),HP,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Warranty,"Product: HP, Brand: HP, Rating: 3.9, Price: ₹34490, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: Not found kg, Warranty: 1 Year Warranty"
ASUS Vivobook Go 14,AMD Ryzen 5 Quad Core Processor 8 GB LPDDR 5 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,4.3,35890,6 Hours,1.38 kg,720p HD camera With privacy shutter,35.56 cm (14 inch),ASUS,Not found,8 GB,LPDDR,Windows 11 Home,512 GB SSD,35.56 cm (14 inch),20211 Year Onsite Warranty,"Product: ASUS Vivobook Go 14, Brand: ASUS, Rating: 4.3, Price: ₹35890, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.38 kg kg, Warranty: 20211 Year Onsite Warranty"
DELL,Intel Celeron Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 256 GB SSD 35.56 cm (14 inch) Display 1 Year,Not found,21990,UPTO 6 HRS,Not found,Not found,35.56 cm (14 inch),DELL,Not found,8 GB,DDR,Windows 11,256 GB SSD,35.56 cm (14 inch),Not found,"Product: DELL, Brand: DELL, Rating: Not found, Price: ₹21990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 256 GB SSD, Weight: Not found kg, Warranty: Not found"
HP,AMD Ryzen 5 Quad Core Processor (7th Gen)8 GB LPDDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 inch) Display 1 year Onsite Warrenty,Not found,35990,Upto 7.5 Hours,Not found,Not found,35.56 cm (14 inch),HP,AMD Ryzen 5 Quad Core Processor (7th Gen),8 GB,LPDDR,Windows 11,512 GB SSD,35.56 cm (14 inch),Not found,"Product: HP, Brand: HP, Rating: Not found, Price: ₹35990, Processor: AMD Ryzen 5 Quad Core Processor (7th Gen), RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: Not found kg, Warranty: Not found"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP 250 G9,Intel Celeron Dual Core Processor 8 GB DDR 4 RAM 32 bit Windows 11 Home Operating System 256 GB SSD 39.62 cm (15.6 inch) DisplayWindows 111 year Domestic warranty,4.1,23490,"HP Long Life 3-cell, 41 Wh Li-ion",1.47 kg,720p HD camera,39.62 cm (15.6 inch),HP,Not found,8 GB,DDR,Windows 11 Home,256 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP 250 G9, Brand: HP, Rating: 4.1, Price: ₹23490, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 256 GB SSD, Weight: 1.47 kg kg, Warranty: Not found"
MSI Modern 14,Intel Core i 7 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in warranty,4.3,42999,3 Cell,1.4 Kg,HD type (30fps@720p),35.56 cm (14 Inch),MSI,Intel Core i 7 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),Not found,"Product: MSI Modern 14, Brand: MSI, Rating: 4.3, Price: ₹42999, Processor: Intel Core i 7 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: Not found"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Touchscreen Display 1 Year Onsite Warranty,4.9,114990,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis, Brand: SAMSUNG, Rating: 4.9, Price: ₹114990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.46 Kg kg, Warranty: 1 Year Onsite Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
Lenovo V15 G2,Intel Core i 3 Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 1 TB HDD|256 GB SSD 39.62 cm (15.6 Inch) DisplayNo 1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,4.1,40890,2 Cell,1.7 kg,"1MP HD with Array Microphone, with Thinkshutter",39.62 cm (15.6 Inch),Lenovo,Intel Core i 3 Processor (11th Gen),8 GB,DDR,Windows 11,256 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Lenovo V15 G2, Brand: Lenovo, Rating: 4.1, Price: ₹40890, Processor: Intel Core i 3 Processor (11th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.7 kg kg, Warranty: 1 Year Onsite Warranty"
"ASUS Vivobook 15, with Backlit Keyboard,",Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,3.8,70999,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, with Backlit Keyboard,, Brand: ASUS, Rating: 3.8, Price: ₹70999, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: 1 Year Onsite Warranty"
